candidate_accession	representative_accession
XP_021116601.1	XP_021116601.1
XP_021136341.2	XP_021136341.2
XP_021136342.1	XP_021136342.1
XP_021136343.2	XP_021136343.2
XP_021136344.2	XP_021136344.2
XP_021173220.2	XP_021173220.2
XP_021181048.3	XP_021181048.3
XP_021181118.3	XP_021181118.3
XP_021181141.3	XP_021181141.3
XP_021198091.1	XP_021198091.1
XP_021236124.1	XP_021236124.1
XP_021236125.1	XP_021236125.1
XP_021236126.1	XP_021236126.1
XP_021236127.1	XP_021236127.1
XP_021236128.1	XP_021236128.1
XP_021236175.1	XP_021236175.1
XP_021236177.1	XP_021236177.1
XP_021236178.1	XP_021236178.1
XP_021236179.1	XP_021236179.1
XP_021236180.1	XP_021236180.1
XP_021239404.1	XP_021239404.1
XP_021241970.1	XP_021241970.1
XP_021242437.1	XP_021242437.1
XP_021242438.1	XP_021242438.1
XP_021242439.1	XP_021242439.1
XP_021242440.1	XP_021242440.1
XP_021242442.1	XP_021242442.1
XP_021242443.1	XP_021242443.1
XP_021242444.1	XP_021242444.1
XP_021242446.1	XP_021242446.1
XP_021242447.1	XP_021242447.1
XP_021242448.1	XP_021242448.1
XP_021259931.1	XP_021259931.1
XP_021259936.1	XP_021259936.1
XP_021259937.1	XP_021259937.1
XP_021259938.1	XP_021259938.1
XP_021264275.1	XP_021264275.1
XP_021281138.1	XP_021281138.1
XP_021295319.1	XP_021295319.1
XP_021301054.1	XP_021301054.1
XP_021311463.1	XP_021311463.1
XP_021312794.1	XP_021312794.1
XP_021312795.1	XP_021312795.1
XP_021312796.1	XP_021312796.1
XP_021312798.1	XP_021312798.1
XP_021320533.1	XP_021320533.1
XP_021320534.1	XP_021320534.1
XP_021331832.2	XP_021331832.2
XP_021335997.3	XP_021335997.3
XP_021338679.1	XP_021338679.1
XP_021338789.1	XP_021338789.1
XP_021358550.1	XP_021358550.1
XP_021359551.1	XP_021359551.1
XP_021361899.1	XP_021361899.1
XP_021373809.1	XP_021373809.1
XP_021373819.1	XP_021373819.1
XP_021385132.2	XP_021385132.2
XP_021386796.2	XP_021386796.2
XP_021386798.2	XP_021386798.2
XP_021386809.2	XP_021386809.2
XP_021391809.3	XP_021391809.3
XP_021398626.3	XP_021398626.3
XP_021402578.2	XP_021402578.2
XP_021402579.2	XP_021402579.2
XP_021415801.2	XP_021415801.2
XP_021420764.2	XP_021420764.2
XP_021420766.2	XP_021420766.2
XP_021431940.1	XP_021431940.1
XP_021442231.2	XP_021442231.2
XP_021455302.2	XP_021455302.2
XP_021455303.2	XP_021455303.2
XP_021455305.2	XP_021455305.2
XP_021459337.2	XP_021459337.2
XP_021460216.2	XP_021460216.2
XP_021460218.2	XP_021460218.2
XP_021460219.2	XP_021460219.2
XP_021460220.2	XP_021460220.2
XP_021462460.2	XP_021462460.2
XP_021463367.1	XP_021463367.1
XP_021476291.2	XP_021476291.2
XP_021495922.1	XP_021495922.1
XP_021495923.2	XP_021495923.2
XP_021503455.2	XP_021503455.2
XP_021503458.2	XP_021503458.2
XP_021507550.2	XP_021507550.2
XP_021508937.1	XP_021508937.1
XP_021508938.1	XP_021508938.1
XP_021512398.1	XP_021512398.1
XP_021512406.1	XP_021512406.1
XP_021512413.1	XP_021512413.1
XP_021516706.2	XP_021516706.2
XP_021516721.1	XP_021516721.1
XP_021516729.1	XP_021516729.1
XP_021516734.1	XP_021516734.1
XP_021516743.1	XP_021516743.1
XP_021518298.1	XP_021518298.1
XP_021520857.2	XP_021520857.2
XP_021520858.2	XP_021520858.2
XP_021520859.2	XP_021520859.2
XP_021520860.2	XP_021520860.2
XP_021528900.2	XP_021528900.2
XP_021528902.2	XP_021528902.2
XP_021529273.1	XP_021529273.1
XP_021531041.2	XP_021531041.2
XP_021533617.1	XP_021533617.1
XP_021541152.1	XP_021541152.1
XP_021542196.1	XP_021542196.1
XP_021560483.2	XP_021560483.2
XP_021569421.1	XP_021569421.1
XP_021573022.1	XP_021573022.1
XP_021573023.1	XP_021573023.1
XP_021576903.2	XP_021576903.2
XP_021590320.1	XP_021590320.1
XP_021590321.1	XP_021590321.1
XP_021590323.1	XP_021590323.1
XP_021612096.1	XP_021612096.1
XP_021624907.1	XP_021624907.1
XP_021651196.2	XP_021651196.2
XP_021656007.1	XP_021656007.1
XP_021686220.2	XP_021686220.2
XP_021708017.1	XP_021708017.1
XP_021708025.1	XP_021708025.1
XP_021708653.1	XP_021708653.1
XP_021726127.1	XP_021726127.1
XP_021728697.1	XP_021728697.1
XP_021738235.1	XP_021738235.1
XP_021748878.1	XP_021748878.1
XP_021754869.1	XP_021754869.1
XP_021757267.1	XP_021757267.1
XP_021769051.1	XP_021769051.1
XP_021769377.1	XP_021769377.1
XP_021769380.1	XP_021769380.1
XP_021781340.2	XP_021781340.2
XP_021794915.2	XP_021794915.2
XP_021813884.1	XP_021813884.1
XP_021825583.1	XP_021825583.1
XP_021829092.1	XP_021829092.1
XP_021829094.1	XP_021829094.1
XP_021833486.1	XP_021833486.1
XP_021845604.2	XP_021845604.2
XP_021856500.1	XP_021856500.1
XP_021862205.2	XP_021862205.2
XP_021862206.1	XP_021862206.1
XP_021862207.2	XP_021862207.2
XP_021862208.1	XP_021862208.1
XP_021866796.1	XP_021866796.1
XP_021867907.1	XP_021867907.1
XP_021868655.1	XP_021868655.1
XP_021873836.1	XP_021873836.1
XP_021875150.1	XP_021875150.1
XP_021877751.1	XP_021877751.1
XP_021877756.1	XP_021877756.1
XP_021880757.1	XP_021880757.1
XP_021882544.1	XP_021882544.1
XP_021885217.1	XP_021885217.1
XP_021885404.1	XP_021885404.1
XP_021885473.1	XP_021885473.1
XP_021886100.1	XP_021886100.1
XP_021886485.1	XP_021886485.1
XP_021904138.1	XP_021904138.1
XP_021904140.1	XP_021904140.1
XP_021904141.1	XP_021904141.1
XP_021904290.1	XP_021904290.1
XP_021904291.1	XP_021904291.1
XP_021913297.1	XP_021913297.1
XP_021918330.1	XP_021918330.1
XP_021918331.1	XP_021918331.1
XP_021918332.1	XP_021918332.1
XP_021918333.1	XP_021918333.1
XP_021936550.1	XP_021936550.1
XP_021936561.1	XP_021936561.1
XP_021937603.1	XP_021937603.1
XP_021939423.1	XP_021939423.1
XP_021941400.1	XP_021941400.1
XP_021941401.1	XP_021941401.1
XP_021943471.1	XP_021943471.1
XP_021945701.1	XP_021945701.1
XP_021951376.1	XP_021951376.1
XP_021954756.1	XP_021954756.1
XP_021965473.1	XP_021965473.1
XP_021965963.1	XP_021965963.1
XP_021977161.1	XP_021977161.1
XP_021997176.1	XP_021997176.1
XP_021997177.1	XP_021997177.1
XP_022027881.1	XP_022027881.1
XP_022027882.1	XP_022027882.1
XP_022027884.1	XP_022027884.1
XP_022027886.1	XP_022027886.1
XP_022030169.1	XP_022030169.1
XP_022047896.2	XP_022047896.2
XP_022047897.1	XP_022047897.1
XP_022052936.2	XP_022052936.2
XP_022053579.2	XP_022053579.2
XP_022053794.2	XP_022053794.2
XP_022060587.2	XP_022060587.2
XP_022066959.1	XP_022066959.1
XP_022066961.1	XP_022066961.1
XP_022081932.1	XP_022081932.1
XP_022081933.1	XP_022081933.1
XP_022081934.1	XP_022081934.1
XP_022092070.1	XP_022092070.1
XP_022106166.1	XP_022106166.1
XP_022106951.1	XP_022106951.1
XP_022106952.1	XP_022106952.1
XP_022106953.1	XP_022106953.1
XP_022106954.1	XP_022106954.1
XP_022106956.1	XP_022106956.1
XP_022106957.1	XP_022106957.1
XP_022108217.1	XP_022108217.1
XP_022108227.1	XP_022108227.1
XP_022113175.2	XP_022113175.2
XP_022113176.2	XP_022113176.2
XP_022113177.2	XP_022113177.2
XP_022113204.2	XP_022113204.2
XP_022113206.2	XP_022113206.2
XP_022129881.1	XP_022129881.1
XP_022139265.1	XP_022139265.1
XP_022139704.1	XP_022139704.1
XP_022153383.1	XP_022153383.1
XP_022159996.1	XP_022159996.1
XP_022159997.1	XP_022159997.1
XP_022165139.1	XP_022165139.1
XP_022171097.1	XP_022171097.1
XP_022176531.1	XP_022176531.1
XP_022176536.1	XP_022176536.1
XP_022177420.1	XP_022177420.1
XP_022177948.1	XP_022177948.1
XP_022178120.1	XP_022178120.1
XP_022182352.1	XP_022182352.1
XP_022182353.1	XP_022182353.1
XP_022186361.2	XP_022186361.2
XP_022208506.2	XP_022208506.2
XP_022232993.2	XP_022232993.2
XP_022232994.2	XP_022232994.2
XP_022234700.2	XP_022234700.2
XP_022242293.1	XP_022242293.1
XP_022246270.1	XP_022246270.1
XP_022250769.1	XP_022250769.1
XP_022256849.1	XP_022256849.1
XP_022261499.1	XP_022261499.1
XP_022267209.2	XP_022267209.2
XP_022283606.1	XP_022283606.1
XP_022283608.1	XP_022283608.1
XP_022283609.1	XP_022283609.1
XP_022283610.1	XP_022283610.1
XP_022283611.1	XP_022283611.1
XP_022283612.1	XP_022283612.1
XP_022283613.1	XP_022283613.1
XP_022286148.2	XP_022286148.2
XP_022314742.2	XP_022314742.2
XP_022314743.2	XP_022314743.2
XP_022316945.2	XP_022316945.2
XP_022330847.2	XP_022330847.2
XP_022341414.2	XP_022341414.2
XP_022341415.2	XP_022341415.2
XP_022351882.1	XP_022351882.1
XP_022351883.1	XP_022351883.1
XP_022351884.1	XP_022351884.1
XP_022351885.1	XP_022351885.1
XP_022351886.1	XP_022351886.1
XP_022351887.1	XP_022351887.1
XP_022351889.1	XP_022351889.1
XP_022351890.1	XP_022351890.1
XP_022351891.1	XP_022351891.1
XP_022360441.1	XP_022360441.1
XP_022360443.1	XP_022360443.1
XP_022362996.1	XP_022362996.1
XP_022368095.1	XP_022368095.1
XP_022368096.1	XP_022368096.1
XP_022368208.1	XP_022368208.1
XP_022368210.1	XP_022368210.1
XP_022368211.1	XP_022368211.1
XP_022368212.1	XP_022368212.1
XP_022374500.1	XP_022374500.1
XP_022376511.1	XP_022376511.1
XP_022384977.1	XP_022384977.1
XP_022386297.1	XP_022386297.1
XP_022396965.1	XP_022396965.1
XP_022397787.1	XP_022397787.1
XP_022414640.1	XP_022414640.1
XP_022414642.1	XP_022414642.1
XP_022414643.1	XP_022414643.1
XP_022414646.1	XP_022414646.1
XP_022431401.1	XP_022431401.1
XP_022431402.1	XP_022431402.1
XP_022431403.1	XP_022431403.1
XP_022431404.1	XP_022431404.1
XP_022431405.1	XP_022431405.1
XP_022431406.1	XP_022431406.1
XP_022431407.1	XP_022431407.1
XP_022436378.1	XP_022436378.1
XP_022437071.2	XP_022437071.2
XP_022447472.1	XP_022447472.1
XP_022447473.1	XP_022447473.1
XP_022449648.1	XP_022449648.1
XP_022449676.1	XP_022449676.1
XP_022449687.1	XP_022449687.1
XP_022457929.1	XP_022457929.1
XP_022462079.1	XP_022462079.1
XP_022466846.1	XP_022466846.1
XP_022471199.1	XP_022471199.1
XP_022480550.1	XP_022480550.1
XP_022492304.1	XP_022492304.1
XP_022497021.1	XP_022497021.1
XP_022501690.1	XP_022501690.1
XP_022504415.1	XP_022504415.1
XP_022505916.1	XP_022505916.1
XP_022509659.1	XP_022509659.1
XP_022515885.1	XP_022515885.1
XP_022519969.2	XP_022519969.2
XP_022519970.2	XP_022519970.2
XP_022519971.2	XP_022519971.2
XP_022519972.2	XP_022519972.2
XP_022519973.2	XP_022519973.2
XP_022523360.2	XP_022523360.2
XP_022526112.2	XP_022526112.2
XP_022529829.2	XP_022529829.2
XP_022538847.2	XP_022538847.2
XP_022550668.2	XP_022550668.2
XP_022580044.1	XP_022580044.1
XP_022582763.1	XP_022582763.1
XP_022598501.1	XP_022598501.1
XP_022598683.1	XP_022598683.1
XP_022608717.1	XP_022608717.1
XP_022609061.1	XP_022609061.1
XP_022609062.1	XP_022609062.1
XP_022609064.1	XP_022609064.1
XP_022609065.1	XP_022609065.1
XP_022609781.1	XP_022609781.1
XP_022611100.1	XP_022611100.1
XP_022616670.1	XP_022616670.1
XP_022620511.1	XP_022620511.1
XP_022620512.1	XP_022620512.1
XP_022630897.1	XP_022630897.1
XP_022643350.1	XP_022643350.1
XP_022643352.1	XP_022643352.1
XP_022650337.1	XP_022650337.1
XP_022650338.1	XP_022650338.1
XP_022650344.1	XP_022650344.1
XP_022651015.1	XP_022651015.1
XP_022651017.1	XP_022651017.1
XP_022667592.1	XP_022667592.1
XP_022667594.1	XP_022667594.1
XP_022667596.1	XP_022667596.1
XP_022667597.1	XP_022667597.1
XP_022667598.1	XP_022667598.1
XP_022667599.1	XP_022667599.1
XP_022668705.1	XP_022668705.1
XP_022668706.1	XP_022668706.1
XP_022682625.1	XP_022682625.1
XP_022682834.1	XP_022682834.1
XP_022688761.1	XP_022688761.1
XP_022690211.1	XP_022690211.1
XP_022690212.1	XP_022690212.1
XP_022690213.1	XP_022690213.1
XP_022690329.1	XP_022690329.1
XP_022690336.1	XP_022690336.1
XP_022690346.1	XP_022690346.1
XP_022691692.1	XP_022691692.1
XP_022698932.1	XP_022698932.1
XP_022746059.1	XP_022746059.1
XP_022757134.1	XP_022757134.1
XP_022764267.1	XP_022764267.1
XP_022769500.1	XP_022769500.1
XP_022777733.1	XP_022777733.1
XP_022783244.1	XP_022783244.1
XP_022783255.1	XP_022783255.1
XP_022797038.1	XP_022797038.1
XP_022799522.1	XP_022799522.1
XP_022799784.1	XP_022799784.1
XP_022801046.1	XP_022801046.1
XP_022801047.1	XP_022801047.1
XP_022810326.1	XP_022810326.1
XP_022810458.1	XP_022810458.1
XP_022813005.1	XP_022813005.1
XP_022813699.1	XP_022813699.1
XP_022818667.1	XP_022818667.1
XP_022824380.1	XP_022824380.1
XP_022826574.1	XP_022826574.1
XP_022826575.1	XP_022826575.1
XP_022826661.1	XP_022826661.1
XP_022826999.1	XP_022826999.1
XP_022827000.1	XP_022827000.1
XP_022841796.1	XP_022841796.1
XP_022841798.1	XP_022841798.1
XP_022841799.1	XP_022841799.1
XP_022841800.1	XP_022841800.1
XP_022849924.1	XP_022849924.1
XP_022853474.1	XP_022853474.1
XP_022853475.1	XP_022853475.1
XP_022856732.1	XP_022856732.1
XP_022865476.1	XP_022865476.1
XP_022865477.1	XP_022865477.1
XP_022865478.1	XP_022865478.1
XP_022865480.1	XP_022865480.1
XP_022865481.1	XP_022865481.1
XP_022865482.1	XP_022865482.1
XP_022874771.1	XP_022874771.1
XP_022880694.1	XP_022880694.1
XP_022880700.1	XP_022880700.1
XP_022880707.1	XP_022880707.1
XP_022886671.1	XP_022886671.1
XP_022886672.1	XP_022886672.1
XP_022896679.1	XP_022896679.1
XP_022900919.1	XP_022900919.1
XP_022909764.1	XP_022909764.1
XP_022910021.2	XP_022910021.2
XP_022910022.2	XP_022910022.2
XP_022910024.2	XP_022910024.2
XP_022919849.1	XP_022919849.1
XP_022936827.1	XP_022936827.1
XP_022942900.1	XP_022942900.1
XP_022964317.1	XP_022964317.1
XP_022976478.1	XP_022976478.1
XP_022995668.1	XP_022995668.1
XP_022999815.1	XP_022999815.1
XP_023010621.1	XP_023010621.1
XP_023013226.2	XP_023013226.2
XP_023017587.2	XP_023017587.2
XP_023017588.2	XP_023017588.2
XP_023017589.1	XP_023017589.1
XP_023024830.2	XP_023024830.2
XP_023028182.2	XP_023028182.2
XP_023030228.1	XP_023030228.1
XP_023030229.1	XP_023030229.1
XP_023034811.1	XP_023034811.1
XP_023034813.1	XP_023034813.1
XP_023034814.1	XP_023034814.1
XP_023035779.1	XP_023035779.1
XP_023044267.1	XP_023044267.1
XP_023044283.1	XP_023044283.1
XP_023044294.1	XP_023044294.1
XP_023044300.1	XP_023044300.1
XP_023044305.1	XP_023044305.1
XP_023044312.1	XP_023044312.1
XP_023044318.1	XP_023044318.1
XP_023044323.1	XP_023044323.1
XP_023044333.1	XP_023044333.1
XP_023045235.1	XP_023045235.1
XP_023065645.1	XP_023065645.1
XP_023070702.1	XP_023070702.1
XP_023070704.1	XP_023070704.1
XP_023070707.1	XP_023070707.1
XP_023073868.2	XP_023073868.2
XP_023074000.2	XP_023074000.2
XP_023085313.1	XP_023085313.1
XP_023085316.1	XP_023085316.1
XP_023085318.1	XP_023085318.1
XP_023085319.1	XP_023085319.1
XP_023092246.1	XP_023092246.1
XP_023092378.1	XP_023092378.1
XP_023095443.2	XP_023095443.2
XP_023095444.2	XP_023095444.2
XP_023100674.1	XP_023100674.1
XP_023100676.1	XP_023100676.1
XP_023128012.2	XP_023128012.2
XP_023129871.1	XP_023129871.1
XP_023129872.1	XP_023129872.1
XP_023131608.1	XP_023131608.1
XP_023133349.2	XP_023133349.2
XP_023142104.2	XP_023142104.2
XP_023144395.1	XP_023144395.1
XP_023146968.2	XP_023146968.2
XP_023166061.1	XP_023166061.1
XP_023169229.2	XP_023169229.2
XP_023174535.2	XP_023174535.2
XP_023187391.1	XP_023187391.1
XP_023195439.1	XP_023195439.1
XP_023197046.1	XP_023197046.1
XP_023199937.1	XP_023199937.1
XP_023201158.1	XP_023201158.1
XP_023201159.1	XP_023201159.1
XP_023215892.1	XP_023215892.1
XP_023216437.1	XP_023216437.1
XP_023216438.1	XP_023216438.1
XP_023216439.1	XP_023216439.1
XP_023217277.1	XP_023217277.1
XP_023217278.1	XP_023217278.1
XP_023220751.1	XP_023220751.1
XP_023220754.1	XP_023220754.1
XP_023226330.1	XP_023226330.1
XP_023230344.1	XP_023230344.1
XP_023232658.1	XP_023232658.1
XP_023232661.1	XP_023232661.1
XP_023232662.1	XP_023232662.1
XP_023236258.1	XP_023236258.1
XP_023246207.1	XP_023246207.1
XP_023249304.1	XP_023249304.1
XP_023255936.1	XP_023255936.1
XP_023269233.1	XP_023269233.1
XP_023281280.1	XP_023281280.1
XP_023284679.1	XP_023284679.1
XP_023285466.1	XP_023285466.1
XP_023286484.1	XP_023286484.1
XP_023286485.1	XP_023286485.1
XP_023286486.1	XP_023286486.1
XP_023289019.1	XP_023289019.1
XP_023293887.2	XP_023293887.2
XP_023309430.2	XP_023309430.2
XP_023315787.1	XP_023315787.1
XP_023315802.1	XP_023315802.1
XP_023316276.1	XP_023316276.1
XP_023324817.1	XP_023324817.1
XP_023328132.1	XP_023328132.1
XP_023330306.1	XP_023330306.1
XP_023340002.1	XP_023340002.1
XP_023340006.1	XP_023340006.1
XP_023341024.1	XP_023341024.1
XP_023341026.1	XP_023341026.1
XP_023341027.1	XP_023341027.1
XP_023341028.1	XP_023341028.1
XP_023349946.2	XP_023349946.2
XP_023349947.2	XP_023349947.2
XP_023353050.1	XP_023353050.1
XP_023353057.1	XP_023353057.1
XP_023363322.1	XP_023363322.1
XP_023364074.1	XP_023364074.1
XP_023364075.1	XP_023364075.1
XP_023366665.1	XP_023366665.1
XP_023366667.1	XP_023366667.1
XP_023367232.1	XP_023367232.1
XP_023367233.1	XP_023367233.1
XP_023374907.1	XP_023374907.1
XP_023374910.1	XP_023374910.1
XP_023374911.1	XP_023374911.1
XP_023374912.1	XP_023374912.1
XP_023378671.1	XP_023378671.1
XP_023378689.1	XP_023378689.1
XP_023378692.1	XP_023378692.1
XP_023378693.1	XP_023378693.1
XP_023386425.1	XP_023386425.1
XP_023391450.1	XP_023391450.1
XP_023391953.1	XP_023391953.1
XP_023392551.1	XP_023392551.1
XP_023392552.1	XP_023392552.1
XP_023392553.1	XP_023392553.1
XP_023392554.1	XP_023392554.1
XP_023392555.1	XP_023392555.1
XP_023393542.1	XP_023393542.1
XP_023393545.1	XP_023393545.1
XP_023393546.1	XP_023393546.1
XP_023393547.1	XP_023393547.1
XP_023401350.1	XP_023401350.1
XP_023416406.2	XP_023416406.2
XP_023423030.1	XP_023423030.1
XP_023425124.1	XP_023425124.1
XP_023435559.1	XP_023435559.1
XP_023454088.2	XP_023454088.2
XP_023455437.1	XP_023455437.1
XP_023456359.1	XP_023456359.1
XP_023464206.1	XP_023464206.1
XP_023464426.1	XP_023464426.1
XP_023469084.1	XP_023469084.1
XP_023482880.1	XP_023482880.1
XP_023482881.1	XP_023482881.1
XP_023492581.2	XP_023492581.2
XP_023492582.2	XP_023492582.2
XP_023492583.2	XP_023492583.2
XP_023492584.2	XP_023492584.2
XP_023492585.2	XP_023492585.2
XP_023492704.2	XP_023492704.2
XP_023492705.2	XP_023492705.2
XP_023515183.1	XP_023515183.1
XP_023535086.1	XP_023535086.1
XP_023553678.1	XP_023553678.1
XP_023554910.1	XP_023554910.1
XP_023554912.1	XP_023554912.1
XP_023554913.1	XP_023554913.1
XP_023557603.1	XP_023557603.1
XP_023562346.1	XP_023562346.1
XP_023579967.1	XP_023579967.1
XP_023582750.1	XP_023582750.1
XP_023582831.1	XP_023582831.1
XP_023582833.1	XP_023582833.1
XP_023582834.1	XP_023582834.1
XP_023582835.1	XP_023582835.1
XP_023582836.1	XP_023582836.1
XP_023582837.1	XP_023582837.1
XP_023582838.1	XP_023582838.1
XP_023585240.1	XP_023585240.1
XP_023585241.1	XP_023585241.1
XP_023585242.1	XP_023585242.1
XP_023591576.1	XP_023591576.1
XP_023591577.1	XP_023591577.1
XP_023591582.1	XP_023591582.1
XP_023594027.1	XP_023594027.1
XP_023599316.1	XP_023599316.1
XP_023599321.1	XP_023599321.1
XP_023599322.1	XP_023599322.1
XP_023599323.1	XP_023599323.1
XP_023602544.1	XP_023602544.1
XP_023604553.1	XP_023604553.1
XP_023606202.1	XP_023606202.1
XP_023606203.1	XP_023606203.1
XP_023606206.1	XP_023606206.1
XP_023607501.1	XP_023607501.1
XP_023607800.1	XP_023607800.1
XP_023607807.1	XP_023607807.1
XP_023607815.1	XP_023607815.1
XP_023607958.1	XP_023607958.1
XP_023608591.1	XP_023608591.1
XP_023621785.1	XP_023621785.1
XP_023622826.1	XP_023622826.1
XP_023638245.1	XP_023638245.1
XP_023638719.1	XP_023638719.1
XP_023638720.1	XP_023638720.1
XP_023638906.1	XP_023638906.1
XP_023639489.1	XP_023639489.1
XP_023646201.1	XP_023646201.1
XP_023658732.2	XP_023658732.2
XP_023668638.2	XP_023668638.2
XP_023674764.2	XP_023674764.2
XP_023674765.2	XP_023674765.2
XP_023674766.2	XP_023674766.2
XP_023674767.2	XP_023674767.2
XP_023675829.1	XP_023675829.1
XP_023675830.1	XP_023675830.1
XP_023676598.2	XP_023676598.2
XP_023679027.1	XP_023679027.1
XP_023679429.2	XP_023679429.2
XP_023684762.1	XP_023684762.1
XP_023684771.1	XP_023684771.1
XP_023708327.1	XP_023708327.1
XP_023708328.1	XP_023708328.1
XP_023711087.1	XP_023711087.1
XP_023711095.1	XP_023711095.1
XP_023712396.1	XP_023712396.1
XP_023712399.1	XP_023712399.1
XP_023718893.2	XP_023718893.2
XP_023721340.1	XP_023721340.1
XP_023725886.1	XP_023725886.1
XP_023761732.1	XP_023761732.1
XP_023762927.1	XP_023762927.1
XP_023765447.1	XP_023765447.1
XP_023765452.1	XP_023765452.1
XP_023765455.1	XP_023765455.1
XP_023771124.1	XP_023771124.1
XP_023775875.1	XP_023775875.1
XP_023777623.1	XP_023777623.1
XP_023777624.1	XP_023777624.1
XP_023777625.1	XP_023777625.1
XP_023788177.1	XP_023788177.1
XP_023788178.1	XP_023788178.1
XP_023799417.1	XP_023799417.1
XP_023800349.1	XP_023800349.1
XP_023800350.1	XP_023800350.1
XP_023805880.1	XP_023805880.1
XP_023816070.1	XP_023816070.1
XP_023816071.1	XP_023816071.1
XP_023826709.1	XP_023826709.1
XP_023831545.2	XP_023831545.2
XP_023841749.1	XP_023841749.1
XP_023851485.1	XP_023851485.1
XP_023856267.1	XP_023856267.1
XP_023856268.1	XP_023856268.1
XP_023857946.2	XP_023857946.2
XP_023858330.1	XP_023858330.1
XP_023859510.1	XP_023859510.1
XP_023859512.1	XP_023859512.1
XP_023859514.1	XP_023859514.1
XP_023863957.1	XP_023863957.1
XP_023877233.2	XP_023877233.2
XP_023883811.2	XP_023883811.2
XP_023911656.1	XP_023911656.1
XP_023920037.1	XP_023920037.1
XP_023923486.1	XP_023923486.1
XP_023928498.1	XP_023928498.1
XP_023940447.2	XP_023940447.2
XP_023940508.1	XP_023940508.1
XP_023940510.1	XP_023940510.1
XP_023943678.1	XP_023943678.1
XP_023959889.2	XP_023959889.2
XP_023965390.3	XP_023965390.3
XP_023975567.1	XP_023975567.1
XP_023975568.1	XP_023975568.1
XP_023975569.1	XP_023975569.1
XP_023978503.2	XP_023978503.2
XP_023978507.2	XP_023978507.2
XP_023988631.1	XP_023988631.1
XP_023988632.1	XP_023988632.1
XP_023988953.1	XP_023988953.1
XP_023995149.2	XP_023995149.2
XP_024004208.1	XP_024004208.1
XP_024009401.1	XP_024009401.1
XP_024018839.1	XP_024018839.1
XP_024029233.1	XP_024029233.1
XP_024029235.1	XP_024029235.1
XP_024029243.1	XP_024029243.1
XP_024029244.1	XP_024029244.1
XP_024029245.1	XP_024029245.1
XP_024033398.1	XP_024033398.1
XP_024033567.1	XP_024033567.1
XP_024044189.1	XP_024044189.1
XP_024044190.1	XP_024044190.1
XP_024050797.2	XP_024050797.2
XP_024056463.1	XP_024056463.1
XP_024056464.1	XP_024056464.1
XP_024056465.1	XP_024056465.1
XP_024056466.1	XP_024056466.1
XP_024070197.2	XP_024070197.2
XP_024070198.2	XP_024070198.2
XP_024074835.1	XP_024074835.1
XP_024074836.1	XP_024074836.1
XP_024088897.1	XP_024088897.1
XP_024088899.1	XP_024088899.1
XP_024103103.2	XP_024103103.2
XP_024103112.3	XP_024103112.3
XP_024103113.3	XP_024103113.3
XP_024103115.3	XP_024103115.3
XP_024109906.3	XP_024109906.3
XP_024110138.1	XP_024110138.1
XP_024113612.1	XP_024113612.1
XP_024113614.1	XP_024113614.1
XP_024123909.1	XP_024123909.1
XP_024131367.1	XP_024131367.1
XP_024131368.1	XP_024131368.1
XP_024131369.1	XP_024131369.1
XP_024131895.1	XP_024131895.1
XP_024134001.1	XP_024134001.1
XP_024134004.1	XP_024134004.1
XP_024136027.1	XP_024136027.1
XP_024140397.1	XP_024140397.1
XP_024150707.1	XP_024150707.1
